t,seq,stale,calibrated,mode,diff_fraction,detections,on_lattice,off_lattice,cell_churn,cells
55.524,1653,0,1,vertical,0.000031,6,4,2,0,0:2 2:1 3:2 4:4
55.638,1657,0,1,vertical,0.000089,6,5,1,1,0:2 2:0 2:1 3:2 4:4
55.753,1660,0,1,vertical,0.000031,6,5,1,0,0:2 2:0 2:1 3:2 4:4
55.867,1664,0,1,vertical,0.000013,6,5,1,0,0:2 2:0 2:1 3:2 4:4
55.981,1667,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
56.096,1670,0,1,vertical,0.000004,6,5,1,0,0:2 2:0 2:1 3:2 4:4
56.21,1674,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
56.324,1677,0,1,vertical,0.000004,6,5,1,0,0:2 2:0 2:1 3:2 4:4
56.437,1681,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
56.553,1684,0,1,vertical,0.000004,6,5,1,0,0:2 2:0 2:1 3:2 4:4
56.669,1688,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
56.783,1691,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
56.901,1694,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.016,1698,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.132,1701,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.245,1705,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.36,1708,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.474,1712,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.588,1715,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.703,1719,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.816,1722,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
57.931,1725,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.045,1729,0,1,vertical,0.000044,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.161,1732,0,1,vertical,0.000031,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.275,1736,0,1,vertical,0.000040,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.391,1739,0,1,vertical,0.000009,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.505,1743,0,1,vertical,0.000004,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.619,1746,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.733,1750,0,1,vertical,0.000004,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.847,1753,0,1,vertical,0.000018,6,5,1,0,0:2 2:0 2:1 3:2 4:4
58.963,1756,0,1,vertical,0.000027,6,5,1,0,0:2 2:0 2:1 3:2 4:4
59.077,1760,0,1,vertical,0.000044,6,5,1,0,0:2 2:0 2:1 3:2 4:4
59.192,1763,0,1,vertical,0.000036,6,5,1,0,0:2 2:0 2:1 3:2 4:4
59.306,1767,0,1,vertical,0.000231,6,4,2,1,0:2 2:1 3:2 4:4
59.42,1770,0,1,vertical,0.000182,6,4,2,0,0:2 2:1 3:2 4:4
59.534,1774,0,1,vertical,0.000200,6,4,2,0,0:2 2:1 3:2 4:4
59.647,1777,0,1,vertical,0.000000,6,5,1,1,0:2 2:0 2:1 3:2 4:4
59.764,1780,0,1,vertical,0.000004,6,5,1,0,0:2 2:0 2:1 3:2 4:4
59.878,1784,0,1,vertical,0.000004,6,5,1,0,0:2 2:0 2:1 3:2 4:4
59.996,1787,0,1,vertical,0.000000,6,5,1,0,0:2 2:0 2:1 3:2 4:4
